id,text,aspect_term,aspect_category,polarity
1138.0,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,Grilled Chicken special with Edamame Puree,food,neutral
3080.0,the food is inventive but still keeps traditional indian flavoring.,food,food,positive
36.0,this was the worst dining experience i've ever had.,dining experience,anecdotes/miscellaneous,negative
2321.0,it's a nice place to relax and have conversation.,place,ambience,positive
,there the eastern yellowtail was obviously particularly good as it bred well.,Yellowtail,food,positive
,the food supply already is great already and quite soon they have reached a most beautiful good beach and a selecion market place of wines they made at most of reasonable stock value prices.,prices,price,positive
710.0,"it's not mind-blowing, but to me, thai food never is and never will be.",thai food,food,neutral
97.0,the wine list is also really nice.,wine list,food,positive
,there is now usually a big wait but then it is still normally quite well worth asking it.,wait,anecdotes/miscellaneous,conflict
2408.0,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",music,ambience,negative
3392.0,i recommend the thai popcorn :),thai popcorn,food,positive
2009.0,i'm saving up for my next visit.,,anecdotes/miscellaneous,positive
,i would recommend reservations on my weekends tomorrow though.,reservations,anecdotes/miscellaneous,neutral
390.0,i would just ask for no oil next time.,oil,anecdotes/miscellaneous,neutral
2937.0,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,reservation,anecdotes/miscellaneous,neutral
,"service was most prompt, friendly and was great.",Service,service,positive
719.0,"next time, we wouldn't dare ordering anything else other than some simple asian appetizers and drinks.",drinks,food,conflict
395.0,the sake menu should not be overlooked!,sake menu,food,positive
3003.0,the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sea salt,food,positive
2860.0,my entire family was horrified.,,anecdotes/miscellaneous,negative
3647.0,we were seated and ignored by waitstaff.,waitstaff,service,negative
,"and all we had raw fresh crawfish boiled hot throughout and despite keeping our making out a big bloody mess, it really was a ton all of wonderful fun and quite possibly definitely tasty as well.",crawfish boiled,food,positive
3618.0,"if we were to move from the upper east side, we would genuinely miss this restaurant.",,anecdotes/miscellaneous,positive
,because all the already dim fu and sum servings here tonight are actually just a bit the way larger stuff than i'm used to.,dim sum servings,food,neutral
1961.0,"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.",service,service,conflict
,"its service was usually warm tempered and attentive, with beef carpaachio fish was exellent ( any huge portion ) dishes and pasta was generally fresh and well - prepared.",portion,service,positive
,my waitstaff are very friendly.,Waitstaff,service,positive
,and because everytime i go there's half a bunch of drunk idiots still making for a scene out on front.,,ambience,negative
,beyond this quarter is the jackel quarter and hideof the french restaurants on the ues.,,anecdotes/miscellaneous,neutral
,i would have been only coming to this neighborhood spot for ten years.,,anecdotes/miscellaneous,neutral
,"so the garden decor is vibrant and eye - pleasing all with all several semi - private private boths on the right east side corner of the dining hall, places which are great for meeting a date.",semi-private boths,ambience,positive
406.0,"it melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",,food,positive
,although i always went there in late afternoon business for eating some bite size healthy food and refleshment with my two date.,refleshment,anecdotes/miscellaneous,neutral
,"nice german restaurant overall, albeit with classic upscale traditional italian decor.",Italian decor,ambience,positive
,just a sudden real emotional spectrum dissapointment.,,anecdotes/miscellaneous,negative
1409.0,"i've had the lunch buffet at chennai a couple of times, when i have been in the neighborhood.",lunch buffet,anecdotes/miscellaneous,neutral
,"and but obviously after last night, spice indian grill is certainly the only place because i'm eating indian cuisine.",indian cuisine,food,positive
,for its two people living with that tip was less than $ 25 bucks.,tip,price,positive
2928.0,problem is nothing at prune is particularly memorable.,,anecdotes/miscellaneous,negative
957.0,"the menu consisted of standard brassiere food, better then places like balthazar etc.",brassiere food,food,positive
2403.0,i have to say that if this what makes it easier to get a saet a lunch- i dont mind.,lunch,anecdotes/miscellaneous,neutral
,someone just try the cheesecake!,cheesecake,food,positive
,"my husband initially said immediately he only could've eaten one several and more, and so the breakfast portion was just fine for me he even publicly exclaimed once that their both the american french fries were the single season best he apparently has not already had.",french fries,food,conflict
,"i've been to sapphire lake twice and both three times the food actually was exactly fine, if not that good.",food,food,positive
1274.0,"it's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",,price,positive
,perhaps the hostess also is deliberately rude to the extreme point of perhaps perhaps even being offensive.,hostess,service,negative
2669.0,"i actually gave patroon another chance before writing this, but the second visit was even worse.",,anecdotes/miscellaneous,negative
2650.0,not a great place for family or general dining.,,anecdotes/miscellaneous,negative
,this little restaurant is a pretty wonderful looking place to go many times and therefore it is reasonably priced.,priced,price,positive
,but we all felt positive it was worth it.,,price,positive
,"with similar features to other indian restaurants, they use the thanksgiving dinner special to attract regular customers directly at the door.",dinner special,anecdotes/miscellaneous,neutral
,was just plain awsome.,,anecdotes/miscellaneous,positive
,"and those rolls were big, rich but not good and sashimi that wasn'u t fresh.",sashimi,food,negative
,"quite frankly, this is some kind of them the worst damn sushi places i have ever tried.",sushi,food,negative
,best available salad dish is steak nori - it like wrapped tuna.,dish,food,positive
302.0,this restaurant is such a great place.,,anecdotes/miscellaneous,positive
927.0,"ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,service,conflict
,18... hmmm.,,anecdotes/miscellaneous,neutral
,too good for making dates or with friends.,,anecdotes/miscellaneous,positive
533.0,"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,food,positive
,"now a gentleman, or maybe the manager, came to take our table, stiffly and without so much warning as half a smile or greeting asked for for our order.",table,service,negative
2898.0,"the main course had an average portion, and was decent overall.",portion,food,positive
511.0,"moules were excellent, lobster ravioli was very salty!",lobster ravioli,food,conflict
,"since probably much way any busier now for just serving lunch, it'bel s seldom stayed crowded but late for serve dinner ( too so far close to downtown downtown ).",dinner,ambience,neutral
316.0,there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,glass of wine,price,positive
2872.0,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,service,conflict
968.0,"top spot in town for vietnamese classics, better than places that cost a lot more.",Vietnamese classics,price,positive
2379.0,but i just would like to say i read the reviews people left and thats why i checked it out.,,anecdotes/miscellaneous,neutral
779.0,make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,seating,service,conflict
3108.0,"the food is good, but very expensive for the casualness of it.",food,price,negative
,pretty wonderful!,,anecdotes/miscellaneous,positive
2125.0,"largest and freshest pieces of sushi, and delicious!",pieces of sushi,food,positive
,i just go way back in line for like three more times on average until i can'f t walk anymore.,line,anecdotes/miscellaneous,neutral
,"later we shall have probably tried every thai restaurant down between 600 atlantic avenue and 4th streets, and joya joe is the best.",,anecdotes/miscellaneous,positive
3426.0,i recommend getting a reservation even though we saw people seated without one.,reservation,anecdotes/miscellaneous,neutral
2861.0,"while the staff at this little bistro is very friendly, i have never experienced more incompetency.",staff,service,conflict
1870.0,fast service.,service,service,positive
,as soon as i wake up late on a sleepy saturday... or sunday it is the first thing really on my mind is seeing when and how mad i will be after getting to this fried potato dumpling.,fried dumpling,anecdotes/miscellaneous,positive
2437.0,amazing!,,anecdotes/miscellaneous,positive
1385.0,"service is extraordinary, yet not overbearing, and the decor brings a taste of trendy soho into queens.",decor,ambience,positive
1584.0,the frankenstein show was the best.,,anecdotes/miscellaneous,positive
,definitely not a neighborhood favorite.,,anecdotes/miscellaneous,positive
,fine dining or best restaurant quality.,quality,food,positive
1684.0,me and my girls will definitely go back.,,anecdotes/miscellaneous,positive
694.0,i had the duck breast special on my last visit and it was incredible.,duck breast special,food,positive
1399.0,"the food is consistently wonderful - i've been coming here for years, and the owner has always been accomodating and friendly.",owner,service,positive
,"the portion and sizes listed here are huge, and the sushi feel is both good.",sushi,food,positive
2083.0,the dim sum here is only so-so.,dim sum,food,neutral
,the french ambience is completely authentic french and slightly relaxing and we have always happily received attentive and always prompt service.,service,service,positive
,if it even is kinda nosiy... and the tables really actually are not close fitting together but luckily it's still still a pretty beautiful out place to all because enjoy your a perfectly nice family dinner.,place,ambience,conflict
,no you's re ever going to go back because because the food was actually good.,food,food,positive
3064.0,romantic if you want it to be (brightly lit).,,ambience,positive
,i would really... would definently recommend this particular little restaurant.,,anecdotes/miscellaneous,positive
2335.0,prices are higher to dine in and their chicken tikka marsala is quite good.,chicken tikka marsala,price,negative
934.0,the lamb meat was under-cooked and extrmely chewy.,lamb meat,food,negative
,"yes the food is really very surprisingly good too but well for the most part, it's just just regular food, nothing too special.",food,food,conflict
,"the various dishes offered were unique, looking very both tasty and fresh from the lamb sausages, sardines with sugar biscuits, large a whole shrimp to the genuinely amazing swiss pistachio ice chocolate cream ( the worlds best and freshest i've ever ever had ).",pistachio ice cream,food,positive
524.0,love the atmosphere - felt like i was in paris.,atmosphere,ambience,positive
2534.0,where gabriela personaly greets you and recommends you what to eat.,,service,positive
3554.0,"if this happens, just ask for real naan.",naan,anecdotes/miscellaneous,neutral
,as we are have also been to montparnasse many useful times and return to often for good reason.,,anecdotes/miscellaneous,positive
196.0,"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,ambience,negative
,"we actually were both still sitting at the lounge bar while we drank the sangria, but then facing away from the guest bar chair when we half turned him back around, but the $ 2 was gone until the people next to us said the bartender took it.",bartender,anecdotes/miscellaneous,negative
2609.0,overall i would recommend it and go back again.,,anecdotes/miscellaneous,positive
,this i't ve never had real bad service and the fish is especially fresh and delicious.,fish,service,positive
2587.0,after the review i treked into brooklyn.,,anecdotes/miscellaneous,neutral
3450.0,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,service,neutral
,"when he finally even did, even he was unable himself to almost make a gin and tonic - - just couldn't really find tonic.",tonic,service,negative
2496.0,"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,service,positive
2863.0,please save yourself the frustration.,,anecdotes/miscellaneous,negative
,"certainly the wait staff is friendly, and the cafeteria food has gotten better is and certainly better!",food,service,positive
1575.0,our family never expected such incredible entertainment in a restaurant.,entertainment,ambience,positive
1166.0,"i am completely hooked on this place, it is ridiculous.",,anecdotes/miscellaneous,positive
1703.0,what more can you ask for?,,anecdotes/miscellaneous,positive
,"based on hearing the reviews on over here, it generally appears that the cantonese restaurant is easily overwhelmed after the 7 pm.",,anecdotes/miscellaneous,neutral
2131.0,everyone is welcomed in as family.,,service,positive
904.0,i in all reality felt as if i had just gotten off air france and was in the 8th district in paris.,,ambience,positive
,uh tuk tuk is one of to the rare dining choices for me not to go in and brooklyn.,,anecdotes/miscellaneous,positive
195.0,"if the weather is nice, try to snag an outside table.",table,ambience,neutral
,"i've even been to mount sapphire twice before and both times even claiming the national fast food marketing plan was fine, not if not still not good.",food,food,positive
,"a real great addition just called to y all from smith street : oh and... finally, in a place that'u s have always really not normally pretentious enough and who naturally becomes filled only with really the young women wearing ugg designer knit black lace riding boots.",,anecdotes/miscellaneous,positive
1783.0,arigato gozimas yuka!,,anecdotes/miscellaneous,neutral
3303.0,i had lobster bisque it has 2 oz. of maine lobster in it.,Maine Lobster,food,positive
,service was very prompt before but slightly very rushed.,Service,service,positive
,"see also, the place is popular here with young families, so if you'shouldn re too bothered by children off running loose like little wild animals, kids come later at night to avoid seeing them.",,ambience,neutral
188.0,"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,service,negative
1560.0,and its absolutely delicious.,,food,positive
,"even though it its good its seafood, there the prices are too high.",prices,price,negative
,"» alain ducasse is the one best of everything, i myself mean everything and was in excelent. i",,anecdotes/miscellaneous,positive
1144.0,i've never felt more unwelcome than last month at jimmy's bronx cafe.,,anecdotes/miscellaneous,negative
,"my last husband had loved the mesclun, wild salmon, mushrooms and ice mountain cream and he enjoyed trying all 3 courses.",courses,food,positive
872.0,i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine.,atmosphere,ambience,positive
2017.0,be careful of portions - they're huge.,portions,food,positive
3535.0,"the decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food's presentation,food,positive
,"my happy wife and son i had also long enjoyed the shanghai spinach, the shanghai low mein, and other attractions.",Shanghai low mein,food,positive
,"not all part of it itself was simply quite amazing, unique and tasty and best of... all it didn't break the money bank.",,price,positive
,"you don't t go down to mizu for excellent service, you go for something the large amounts of food, like the amiable atmosphere, music and the creepy hole - a in - the - fence wall feeling reminded of the old place.",atmosphere,ambience,positive
3093.0,wonderful!,,anecdotes/miscellaneous,positive
140.0,i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,food,positive
3633.0,"the service was superb, they treat you like family.",service,service,positive
,"except i plus me surely remember this tiny modern belgian restaurant is not as cozy as it sometimes gets, with never really that far old certain simple little cold parisian flair.",,ambience,neutral
2702.0,"guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,food,conflict
1239.0,i recommend ordering in on a weeknight.,,anecdotes/miscellaneous,positive
565.0,"i asked for seltzer with lime, no ice.",seltzer with lime,food,neutral
,the italian food there was delicious though and because the waiter staff was incredibly well helpful and attentive ( surprising considering we almost were the only ones there for the first hour ).,waiter,service,positive
2802.0,good for casual dinner with jeans and sneakers.,casual dinner,anecdotes/miscellaneous,positive
3508.0,"great wine list, reasonably priced.--sara",priced,price,positive
,"even top 5 spot spots in town for vietnamese song classics, better than places that cost a lot to more.",Vietnamese classics,price,positive
1556.0,"the one up front will smile and say what can i get for you, brother?",,service,neutral
61.0,"this is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,ambience,positive
3589.0,get over it!,,anecdotes/miscellaneous,neutral
,all the food was excellent - only considering the quality either of any food in most most moderately priced priced restaurants is highly mediocre though this meal was slightly been more pricey and well worth it.,priced,price,positive
,ingredients are organic which food is certainly a real new plus for me.,Ingredients,food,positive
1344.0,a touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,food,positive
921.0,the place was nice and calm.,place,ambience,positive
,"grilled meat from his whole fish instead of wonderful, great vegetables spicing.",fish,food,positive
878.0,"so if you want a nice, enjoyable meal at montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,price,positive
3297.0,if you don't mind all that noise then go to the chart house.,,ambience,conflict
,make sure sure you still try this place back as often as you can.,,anecdotes/miscellaneous,positive
2796.0,love the food.,food,food,positive
2101.0,they were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,price,negative
,but i love indian food and consider believing myself likely to always be quite an expert on it.,Indian food,food,positive
,"mostly the place wasn'cause t too freaking hard to find, either but though it was kind couple of packed, as soon as and my boyfriend and i got our food, the party line men reached out the door.",food,ambience,conflict
184.0,"the kitchen however, is almost always slow.",kitchen,service,negative
,just this restaurant really is supposedly a wonderful place to go many times and it here is reasonably priced.,priced,price,positive
2016.0,we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,food,neutral
562.0,our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,dinner plates,ambience,negative
,"food was very fairly good, but especially not what i would consider living out of this civilized world.",Food,food,positive
528.0,warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,ambience,positive
2878.0,"this place is cool enough to be in the east village, but french enough to make you feel like you could be in a bistro in a back alley in paris.",,ambience,positive
,definitely no new gimmicks here - - the food too speaks for me itself in somehow its freshness and wonderful preparation.,food,food,positive
241.0,one of the more authentic shanghainese restaurants in the us definitely the best in manhattan chinatown.,,anecdotes/miscellaneous,positive
3218.0,will never be back.,,anecdotes/miscellaneous,negative
,the tuna marina steak and wasabe with potatoes also are historically excellent.,wasabe potatoes,food,positive
2090.0,"i got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,food,positive
,you get there before 7pm.,,anecdotes/miscellaneous,neutral
,we had a huge good time.,,anecdotes/miscellaneous,positive
,today the staff offers extremely impeccable service.,service,service,positive
1842.0,"to dine at thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.",,ambience,conflict
,make absolutely and sure... if you have got all the spicy scallop cinnamon roll...,Spicy Scallop roll,food,positive
3030.0,(i've ordered from the 2nd ave.,,anecdotes/miscellaneous,neutral
1279.0,awsome pizza especially the margheritta slice.,Margheritta,food,positive
2069.0,i know because i live nearby.,,anecdotes/miscellaneous,neutral
1974.0,"however, for what we spent, overall, it just was not up to par.",,price,negative
,"the household staff has apparently always been attentive and kind, and so i've ve always been amazed nonetheless at how they'′ ve handled that all in the many various different group sizes that come walking in.",staff,service,positive
,"admittedly, this is probably not the place typical for gigantic pieces of fish overflowing the buffet plate ( and thank heavens goodness, in all my opinion ) but for simple, elegant sushi since there is almost no better working place in new house york or anywhere in the new us.",fish,food,positive
412.0,the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,food,negative
3707.0,best pastrami i ever had and great portion without being ridiculous.,portion,food,positive
1578.0,our food was great too!,food,food,positive
,those three strikes... and this entire american restaurant line is out.,,anecdotes/miscellaneous,negative
,wine price list is not huge but def expensive well will selected.,Wine list,food,conflict
,( i've politely ordered from up the nearby 2nd ave.,,anecdotes/miscellaneous,neutral
,"well the food here too is rather good, thanks but only if not you like wanting to wait for it.",food,service,negative
1387.0,try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience.,Chicken with Cashew Nuts,food,positive
2991.0,the steak was very fatty and the sauce was overpowering and not very tasty.,sauce,food,negative
1786.0,the spicy tuna roll is huge and probably the best that i've had at this price range.,price range,price,positive
2778.0,"found service above average, but that could be because we were 13 of us.",service,anecdotes/miscellaneous,positive
,"help also, specify if you truly like your food spicy - its get rather bland if you truly don'wanna t.",food,food,neutral
,"we were then seated open promptly as we planned we also also quickly had reservations, however after observing that the air service speed down was slow.",service,service,conflict
3494.0,went to ottimo and was expecting outstanding pizza (as i love la pizza fresca).,pizza,anecdotes/miscellaneous,neutral
832.0,we were exploring grand central and didn't want to eat in the food court.,,anecdotes/miscellaneous,neutral
2808.0,"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.",waitstaff,ambience,positive
1951.0,"even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",seated,service,positive
,almost all the already dim and fat sum servings here alone are just growing a bit way larger in than i'm so used to.,dim sum servings,food,neutral
,"almost the very only positive force was the human wait staff, which was very prompt, knowledgable, loyal and likeable.",wait staff,service,positive
297.0,and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,glass of water,food,negative
,"but it's constantly open, catering even to the pakistani cabbies lined up on 99 crosby st., all so there's s actually more turnover with the food than anything you'll d least expect ( more i. e., surprisingly fresh ).",food,ambience,positive
,frites then were quite delicious if maybe a wee bit rough even on the thick right side.,Frites,food,positive
828.0,"even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!",seated,ambience,positive
216.0,i recommend that you try this hidden spot which will surely blowup very soon,,anecdotes/miscellaneous,positive
,"when my beloved husband and go stay there, do we spend $ 60. 65 00 ( women have lobster tails ummmmm need i say nothing more ) so i can'u t say any that more, calling it a happy place of which you'll never ever forget again what if ever then you never go, whenever else you'll miss a meal of your life time",LOBSTER TAILS,price,positive
2010.0,we had a girls' night dinner here for restaurant week.,dinner,anecdotes/miscellaneous,neutral
3587.0,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",food,price,conflict
3558.0,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,food,positive
,the bar downstairs is normally very well stocked with some interesting beers and many well priced wines.,priced,food,positive
644.0,"the well mannered, pleasant staff that tony has in his employ.",staff,service,positive
2443.0,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,ambience,positive
,although i go at so least 3 times a month and i have never been particularly disappointed.,,anecdotes/miscellaneous,positive
3690.0,will have to return to try the chocolate!,chocolate,anecdotes/miscellaneous,neutral
328.0,"went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!",Fish,anecdotes/miscellaneous,positive
,very often good wine choices.,wine choices,food,positive
1326.0,they treated us well and the food was extremely fresh and well-prepared.,food,service,positive
59.0,and even with it's pub atmosphere they were great to my kids too!,Pub atmosphere,ambience,conflict
1321.0,its an excellent place to relax and the food is one of the best in the city of new york.,food,ambience,positive
,"everytime i ever decide off to try that another place here while on board the other ues, when i get too much angry that maybe forgetting i obviously didn't actually just actually go back north to la zucchero del pomodori.",,anecdotes/miscellaneous,conflict
,i have been about 4 different times here and have also always had quite a great meal.,meal,food,positive
,"at over 5 million dumplings for $ 16 1, you will just cannot go wrong.",dumplings,price,positive
610.0,we had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,ambience,positive
407.0,the sushi seemed pretty fresh and was adequately proportioned.,sushi,food,positive
,"the organic food company inludes this famous scrumptious bombay style mango coffee chaat food such as varieties as jai bhelpuri, hari sevpuri dessert and hari samosa chaats, besides this as well as several other famous great and southern indian fusion breakfast appetizers.",bombay style chaat,food,positive
,"perhaps we just also didn't ever even see a real menu, as but as our waiter always described about both the small serving specials themselves and the whole main big dishes.",specials,service,positive
1341.0,service was very friendly.,Service,service,positive
349.0,nice value.,,price,positive
1668.0,should you happen to be impressed by the cuisine definitely try it.,cuisine,food,positive
3637.0,"we parked on the block of nina's the place looked nice, with people obviously enjoying their pizzas.",pizzas,food,positive
3304.0,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,Lobster Bisque,food,positive
1518.0,"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.",bar,food,positive
,i've since been several times better and am totally... smitten.,,anecdotes/miscellaneous,positive
396.0,"all in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,anecdotes/miscellaneous,positive
3597.0,"i have never eaten in the restaurant, however, upon reading the reviews i got take out last week.",,anecdotes/miscellaneous,neutral
2943.0,"yeah, it's that good.",,anecdotes/miscellaneous,positive
2828.0,i just do not understand what the fuss is all about.,,anecdotes/miscellaneous,negative
3510.0,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,service,negative
263.0,"raga's is a romantic, cozy restaurant.",,ambience,positive
1019.0,it is not consistent.,,anecdotes/miscellaneous,negative
,love the mexican food.,food,food,positive
,now there is quite certainly nothing remotely any more pleasant than that.,,anecdotes/miscellaneous,positive
1020.0,really depends on your luck!,,anecdotes/miscellaneous,neutral
,in coastal china the phrase for a double good restaurant is pronounced hot and loud.,,anecdotes/miscellaneous,neutral
,their wines by the upper glass are a great lunch accompaniment and you really can eat like meeting a wine king with wine glasses for under $ 30.,wine,price,positive
2521.0,"the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,ambience,positive
,your spreads in columns and toppings... are great - right though a wee damn bit pricey.,toppings,price,negative
3235.0,"the staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",chef,service,positive
1949.0,"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",Roast Chicken,food,positive
2963.0,their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,price,positive
700.0,"for the price, you cannot eat this well in manhattan.",price,food,positive
1436.0,"my picks: guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",special menu,food,positive
,the fish is eaten fresh and each three piece each is being often sliced back to perfection and seasoned by just the sushi or chef ( usually finished with a good little fresh raw wasabi bean flour and soy sauce used but are and also sometimes accompanied with added some additional sea spray salt ).,sea salt,food,positive
1709.0,"unfortunately, the food was not something to get worked up about.",food,food,negative
1115.0,"please try the filet mignon, its just the most tender piece ever.",Filet Mignon,food,positive
,once for a dinner tomorrow and once more for brunch.,brunch,anecdotes/miscellaneous,neutral
2256.0,there's something smooth about sipping sake upper east side style.,sake,anecdotes/miscellaneous,positive
,"but the owner is not very friendly and possibly a really great guy, and go try his pizza, you'll like having it!",pizza,food,positive
653.0,"if you venture off the island of manhattan and can't seem to find a great italian restaurant, drive to corona.",,anecdotes/miscellaneous,neutral
,the very now very strong strong scents coming from on the left and out right of watching both me negatively they got affected by like all my rather weak sensitive male taste recognition receptor buds.,scents,anecdotes/miscellaneous,negative
,tried the pad in see ew tag on the firm recommendation of jake the last reviewer since it'm s also one of my favorite dishes.,dishes,food,neutral
,the food was always exceptional.,food,food,positive
,check out in the potentially secret back room.,secret back room,ambience,positive
